Input,deberta-v3-large-nli,confidence
"Text 1: Parents who do not use a daycare place for their children should receive a childcare allowance.
Text 2: Parents should have a choice between a daycare place and their own parental care for the children.",Consistent,0.5054864287376404
"Text 1: The sale of alcoholic beverages in stores and at gas stations should be allowed after 10 p.m.
Text 2: It is not state's responsibility to control citizens' consumption habits and preferences.",Inconsistent,0.6176543235778809
"Text 1: More people with a migration background should work in the police force.
Text 2: Migrants should be equal in all professions.",Consistent,0.5826115012168884
"Text 1: Berlin should continue to promote cultural projects by people with a migration background.
Text 2: It is important to strengthen co-creation and participation of people with diverse backgrounds.",Consistent,0.839000940322876
"Text 1: We advocate for the introduction of a mandatory women's quota on supervisory boards and executive boards.
Text 2: We favor equal opportunities for women.",Inconsistent,0.524608314037323
"Text 1: We advocate for decreasing the operating period for all nuclear power plants.
Text 2: Nuclear power plants have proven to be too unsafe.",Consistent,0.48523950576782227
"Text 1: In Hamburg's economic policy, the port should always take priority.
Text 2: Hamburg's port is the most important employer in the city.",Consistent,0.789652943611145
"Text 1: The newly built oil mining factory must be fully privatized.
Text 2: Banks do not belong in the hands of the state.",Inconsistent,0.5149523019790649
"Text 1: We support the introduction of the central final exams.
Text 2: We require a better comparability of school diplomas.",Consistent,0.6236010789871216
"Text 1: Referendums should also be conducted on financial matters.
Text 2: We advocate for the introduction of elements of direct democracy.",Consistent,0.7394824028015137
"Text 1: The state should protect copyrights on the internet more strongly.
Text 2: The illegal piracy of the pirates is the theft of intellectual property.",Consistent,0.5564347505569458
"Text 1: We advocate for homosexual couples to be granted joint adoption rights.
Text 2: Discrimination against people because of their sexual orientation must finally be ended.",Consistent,0.8244407176971436
"Text 1: Islamic religious education is to be offered in German in the schools in some regions of the country.
Text 2: Schools must satisfy the demands of the local population.",Consistent,0.5784303545951843
"Text 1: In local elections, all foreign residents permanently living in the region, should be allowed to vote.
Text 2: We demand to introduce significantly lower the barriers to naturalization.",Consistent,0.5533049702644348
"Text 1: The country should provide more financial support for organic farming.
Text 2: We are for the strengthening of sustainable agriculture.",Consistent,0.8104711174964905
"Text 1: The country should continue to promote projects against political extremism.
Text 2: Germany has had terrible experiences with anti-democratic movements.",Inconsistent,0.5408555269241333
"Text 1: The raising of the statutory retirement age to 67 years is to be maintained.
Text 2: Our society is increasingly aging.",Consistent,0.5975401401519775
"Text 1: We insist that Germany should leave NATO.
Text 2: Imperialist military alliances should be dissolved.",Inconsistent,0.5278536677360535
"Text 1: We are against the construction of new coal power plants.
Text 2: We support massive research funding for the utilization of free space energy (electromagnetic zero-point waves in the quantum vacuum).",Inconsistent,0.524560272693634
"Text 1: Confessional religious education should continue to be offered at all schools.
Text 2: We support religious freedom for all citizens.",Consistent,0.6842855215072632
"Text 1: Same-sex marriages concluded in the European Union should be recognized by all member states.
Text 2: We are against legal and social discrimination of minorities.",Consistent,0.7525807619094849
"Text 1: The financial resources for economically weaker regions in the European Union are to be reduced.
Text 2: We believe corruption and fraud are still very present in the EU.",Inconsistent,0.5167850255966187
"Text 1: We believe that employees should be entitled to educational leave.
Text 2: Life-long learning is an important concept.",Consistent,0.7594209909439087
"Text 1: We will continue to promote projects against right-wing extremism.
Text 2: Political polarization is a threat that cannot be underestimated.",Consistent,0.5267013311386108
"Text 1: The police should continue to have the ability to declare certain areas of the city as danger zones.
Text 2: The police perform an important and often difficult task in our city.",Consistent,0.6849767565727234
"Text 1: The country should allocate a larger portion of the transportation budget for projects benefitting cyclists.
Text 2: Our goal is a well-developed, seamlessly connected, and signposted network of bike paths.",Consistent,0.8314943909645081
"Text 1: Housing allowance should be paid exclusively to Germans.
Text 2: Our state is not the welfare office of the world.",Inconsistent,0.7617605328559875
"Text 1: The cultivation of cannabis for personal use is to be allowed.
Text 2: The prosecution of drug users costs many resources that could be better used in the fight against organized and economic crime.",Inconsistent,0.5121780633926392
"Text 1: The police are to test the use of body-worn cameras.
Text 2: Body cameras are a good way to protect police officers from violence and to solve crimes.",Consistent,0.7708397507667542
"Text 1: The last kindergarten year before starting school should be free of charge.
Text 2: Supporting children and their parents is a good investment in the future of our society.",Consistent,0.6736398935317993
"Text 1: Special schools for children and young people with disabilities are to be preserved in the long term.
Text 2: All children and adolescents should be provided with a school education that best meets their needs.",Consistent,0.6547336578369141
"Text 1: The government should allocate more funds for social housing construction.
Text 2: Only the strengthening of state involvement in social housing can stop the housing shortage and the resulting explosion in rental prices.",Consistent,0.6802995800971985
"Text 1: Clubs for e-sports (computer games) should be promoted by the state like sports clubs.
Text 2: For many young people, 'e-sports' are just as important as sports in sports clubs.",Consistent,0.723850429058075
"Text 1: The state should no longer make payments to the churches for the bishops' salaries.
Text 2: Consistent separation of religion and state is important for us.",Consistent,0.5134824514389038
"Text 1: The state should provide greater financial support for the settlement of doctors in rural areas.
Text 2: The shortage of doctors in rural areas must be addressed.",Consistent,0.7782175540924072
"Text 1: Immigrants should be required to attend values education in addition to language classes.
Text 2: Learning values is an essential part of integration.",Consistent,0.7327166199684143
"Text 1: The extraction of gas from rock layers (fracking) is to be completely banned.
Text 2: Fracking poses a potential threat to groundwater.",Inconsistent,0.5511268377304077
"Text 1: More hospitals should be publicly owned.
Text 2: We oppose privatizations in the healthcare sector.",Consistent,0.582790195941925
"Text 1: There should continue to be gender studies at universities.
Text 2: Spellings that represent not only male and female but also other gender identities should remain prohibited in schools.",Inconsistent,0.47848859429359436
"Text 1: We prioritize protecting individual privacy and limiting state surveillance to prevent misuse of sensitive data.
Text 2: The DNA data (“genetic fingerprint”) of all criminals should be recorded centrally.",Inconsistent,0.6250149011611938
"Text 1: Censorship is sometimes necessary to maintain public order.
Text 2: Culture thrives without government-funded arts programs.",Inconsistent,0.6394014954566956
"Text 1: Retributive justice ensures criminals face the consequences they deserve.
Text 2: Addiction treatment should be part of the criminal justice system.",Inconsistent,0.5375083684921265
"Text 1: Police presence above anything else must be key to maintaining high internal security.
Text 2: We support increasing video surveillance in public areas for enhanced safety.",Inconsistent,0.45356854796409607
"Text 1: Teaching must reflect the complexity of society.
Text 2: We support the idea that education in schools should be aligned with the traditional family model of father, mother, and children.",Inconsistent,0.6932265162467957
"Text 1: We call for comprehensive sex education in schools and the free distribution of contraceptives.
Text 2: We believe that the morning-after pill should remain prescription-only.",Inconsistent,0.6363413333892822
"Text 1: Those who give up liberty to gain security will lose both in the end.
Text 2: We support expanding video surveillance in public spaces to enhance safety.",Inconsistent,0.5547435283660889
"Text 1: Protestant and Catholic religion should continue to be offered alongside ethics.
Text 2: We support the abolition of confessional religious education in state schools.",Inconsistent,0.6910247206687927
"Text 1: Medical care to refugees should be limited to acute illnesses and occur under supervision.
Text 2: We support the provision of health cards to refugees for direct access to medical care.",Inconsistent,0.48820656538009644
"Text 1: All people in the EU and also immigrants must have the right to free movement and be socially equal.
Text 2: We advocate for EU citizens to receive social benefits exclusively from their home country.",Inconsistent,0.6607077121734619
"Text 1: The administration of the state is part of public life.
Text 2: We support the exclusion of state government members from the supervisory bodies of public broadcasters.",Inconsistent,0.5729703903198242
"Text 1: We aim to increase tuition fees for all international students.
Text 2: We support recruiting highly-skilled workers from abroad.",Inconsistent,0.5887143611907959
"Text 1: Wealthy individuals should contribute to financing COVID-19-related economic assistance through a one-time tax.
Text 2: We will abolish inheritance tax.",Inconsistent,0.5415924191474915
"Text 1: We advocate for a legal right to work from home.
Text 2: We believe that online education has significantly decreased the quality of life of students.",Inconsistent,0.5642408132553101
"Text 1: School cafeterias must offer at least one vegan meal.
Text 2: Medical research cannot be carried out without animal testing in the foreseeable future.",Inconsistent,0.49318835139274597
"Text 1: We advocate for the decriminalization of taking discarded food from supermarket dumpsters.
Text 2: We will enhance nighttime police patrols to prevent individuals from sleeping in public areas.",Inconsistent,0.6376897096633911
"Text 1: Basic municipal supplies (water, electricity, gas, waste) should be in public hands.
Text 2: The state must create the necessary regulatory framework for competition between service providers.",Consistent,0.4643622934818268
"Text 1: All people in the EU and also immigrants must have the right to free movement and be socially equal.
Text 2: We advocate for EU citizens to receive social benefits exclusively from their home country.",Inconsistent,0.6607077121734619
"Text 1: We support the ban on wild animals in circuses.
Text 2: Banning animal cloning will significantly restrict the freedom of research and science.",Inconsistent,0.5143601894378662
"Text 1: We need a simple, manageable, and fair tax system that serves the people, not the companies.
Text 2: We support lowering taxes for businesses.",Inconsistent,0.5567635893821716
"Text 1: Teachers deserve higher salaries to reflect their importance.
Text 2: Education budgets should prioritize infrastructure.",Consistent,0.5001738667488098
"Text 1: Data sharing is essential for technological advancement.
Text 2: AI should be regulated to ensure ethical use.",Consistent,0.6205800771713257
"Text 1: Raising the minimum wage leads to higher unemployment.
Text 2: Service workers should be able to make a living without the need of tips.",Inconsistent,0.5959429740905762
"Text 1: Universal basic income ensures a safety net for all.
Text 2: Raising the minimum wage leads to higher unemployment.",Inconsistent,0.6684392094612122
"Text 1: Obesity is a public health crisis that requires government intervention.
Text 2: Personal health choices are a private matter and not the government’s concern.",Inconsistent,0.669662594795227
"Text 1: Vaccination should be mandatory to protect public health.
Text 2: Personal health choices are a private matter and not the government’s concern.",Inconsistent,0.6273391842842102
"Text 1: Religious freedom must include the right to opt out of practices.
Text 2: Government policy should reflect the nation’s dominant religion.",Inconsistent,0.6509056687355042
"Text 1: We advocate for prioritizing human rights standards in all international economic agreements.
Text 2: We believe that addressing the mass immigration initiative should take precedence over bilateral agreements.",Inconsistent,0.48987507820129395
"Text 1: All citizens should be insured through a statutory health insurance company.
Text 2: The cost-reducing and innovation-promoting forces of the market and competition could be used for the benefit of the population.",Inconsistent,0.6580498218536377
"Text 1: Students should have access to free higher education.
Text 2: The cost-reducing and innovation-promoting forces of the market and competition could be used for the benefit of the population.",Inconsistent,0.6122238636016846
"Text 1: Public transit should be free for all citizens.
Text 2: The cost-reducing and innovation-promoting forces of the market and competition could be used for the benefit of the population.",Inconsistent,0.6270225644111633
"Text 1: Regulating cryptocurrency will stifle innovation and growth.
Text 2: AI should be regulated to ensure ethical use.",Inconsistent,0.48619726300239563
"Text 1: The UN should have more power to enforce resolutions.
Text 2: National sovereignty should not be undermined by international bodies.",Inconsistent,0.6536656022071838
"Text 1: Hate speech laws are necessary to protect vulnerable groups.
Text 2: Freedom of speech is an absolute right.",Inconsistent,0.6230638027191162
"Text 1: We need guest worker programs to fill labor shortages.
Text 2: Mass immigration dilutes a nation’s cultural identity.",Inconsistent,0.6165481209754944
"Text 1: Healthcare should be a universal right.
Text 2: Healthcare should operate on a private, free-market model.",Inconsistent,0.6591138243675232
"Text 1: Companies must prioritize diversity and inclusion initiatives.
Text 2: Merit-based hiring is the fairest approach for all employees.",Consistent,0.5853326916694641
"Text 1: Community policing improves trust and safety.
Text 2: Police presence should be increased through traditional law enforcement.",Consistent,0.478502482175827
"Text 1: Meat consumption should be reduced for environmental reasons.
Text 2: Lab-grown meat is unnatural and should be avoided.",Consistent,0.4516852796077728
"Text 1: The Olympics burden host countries with debt and unused infrastructure.
Text 2: Public funding should support sports programs.",Inconsistent,0.6402953863143921
"Text 1: Rent control is necessary to make housing affordable.
Text 2: The cost-reducing and innovation-promoting forces of the market and competition could be used for the benefit of the population.",Inconsistent,0.7057596445083618
"Text 1: Animal testing is necessary for scientific progress.
Text 2: Zoos are unethical and should be abolished.",Inconsistent,0.6135191321372986
"Text 1: Plastic use should be banned to protect the environment.
Text 2: Synthetic materials are essential for affordable clothing.",Inconsistent,0.5852978825569153
"Text 1: Families should bear the primary responsibility for elder care.
Text 2: Retirement should be a period of rest and leisure.",Inconsistent,0.46690481901168823
"Text 1: Tourism is essential for economic growth in developing regions.
Text 2: We believe that visa-free travel compromises national security.",Inconsistent,0.6513860821723938
"Text 1: Athletic categories should be based strictly on biological sex.
Text 2: National teams should prioritize diversity.",Inconsistent,0.7435474991798401
"Text 1: We believe that adventure tourism endangers fragile environments.
Text 2: High touristic activity is a sign of a thriving local economy.",Inconsistent,0.7394593358039856
"Text 1: Gender-neutral bathrooms promote inclusivity.
Text 2: Gender topics should not be taught in schools to preserve traditional values.",Inconsistent,0.5761933326721191
"Text 1: Water is a basic human right and should not be privatized.
Text 2: Forests are economic resources that should be exploited for growth.",Inconsistent,0.6457482576370239
"Text 1: Fishing quotas ensure marine ecosystems remain healthy.
Text 2: Economic demands justify environmental sacrifices in mining.",Inconsistent,0.5853564739227295
"Text 1: Ad revenue is critical for the sustainability of social media platforms.
Text 2: Algorithms should prioritize meaningful connections.",Inconsistent,0.47589075565338135
"Text 1: Creative liberties in films are necessary for storytelling.
Text 2: Censorship protects societal values in films.",Inconsistent,0.7413775324821472
"Text 1: Skyscrapers are a symbol of progress and modernization.
Text 2: Urban sprawl must be limited to preserve green spaces.",Inconsistent,0.6954489946365356
"Text 1: Luxury resorts monopolize natural resources and exclude locals.
Text 2: Forests are economic resources that should be exploited for growth.",Inconsistent,0.6748687028884888
"Text 1: Cruise tourism pollutes fragile marine environments.
Text 2: Fishing quotas limit economic opportunities for coastal communities.",Consistent,0.5680605173110962
"Text 1: Airbnb drives up housing costs for locals.
Text 2: Rent control reduces investment in the housing market.",Consistent,0.590584933757782
"Text 1: Gender quotas promote workplace equality.
Text 2: Merit-based hiring is the fairest approach for all employees.",Inconsistent,0.6790376305580139
"Text 1: Healthcare professionals must rely on biological data over self-identification.
Text 2: Trans-inclusive policies are essential for equity.",Inconsistent,0.6465822458267212
"Text 1: Anonymity enables cyberbullying and misinformation.
Text 2: Data privacy should be prioritized on social media.",Consistent,0.454670786857605
"Text 1: Social media should remain free for users.
Text 2: Ad revenue is critical for the sustainability of social media platforms.",Inconsistent,0.5786950588226318
"Text 1: Skilled labor should be prioritized in construction hiring.
Text 2: Local hiring ensures community support for projects.",Consistent,0.5745716691017151
"Text 1: Free admission reduces funding for preserving historical artifacts.
Text 2: Museums should be accessible to all.",Inconsistent,0.6676394939422607
"Text 1: We should not criminalize poverty without addressing its root causes.
Text 2: Prohibiting homeless camping improves public spaces.",Inconsistent,0.7135053873062134
"Text 1: Banning alcohol ads reduces societal harm.
Text 2: We are committed to freedom of expression and freedom of the press.",Inconsistent,0.5417674779891968
"Text 1: Facial recognition software enhances public safety.
Text 2: Data privacy should be prioritized on social media.",Inconsistent,0.48117923736572266
"Text 1: Military research at universities ensures national security advancements.
Text 2: Higher defense budgets divert funds from critical social programs.",Inconsistent,0.6285811066627502
"Text 1: Immigrants should demonstrate basic language skills before receiving free services and social benefits.
Text 2: The cost of German language courses must be covered by the participants.",Consistent,0.5595740079879761
"Text 1: Data sharing is essential for technological advancement.
Text 2: Facial recognition invades privacy and risks misuse.",Inconsistent,0.5518224239349365
"Text 1: Abolishing family reunification rights prevents abuse of refugee policies.
Text 2: We believe that our nation should focus on family values and creating families.",Inconsistent,0.6896082162857056
"Text 1: Reducing unemployment benefits for rejecting job offers promotes accountability.
Text 2: Strict benefit reductions overlook individual circumstances, worsening poverty.",Inconsistent,0.556547999382019
"Text 1: A migration museum risks politicizing cultural heritage.
Text 2: We focus on inclusivity and diversity, ensuring representation across all levels of our party.",Inconsistent,0.5854350924491882
"Text 1: Phasing out coal by 2038 ensures a gradual transition.
Text 2: Ending wind energy subsidies redirects funds to more efficient energy solutions.",Inconsistent,0.572569727897644
"Text 1: We support the implementation of pilot projects for Universal Basic Income.
Text 2: Free meals don't have to be included in basic employment benefits.",Unrelated,0.37193745374679565
"Text 1: Further construction of mosques with minarets should be halted.
Text 2: Everyone has the right to have visible places of worship.",Inconsistent,0.7463660836219788
"Text 1: We support providing state assistance to companies that offer apprenticeships in rural areas.
Text 2: Job market can regulate itself without external interventions.",Inconsistent,0.6448484659194946
"Text 1: A tax on firearm ownership should be implemented.
Text 2: We will relax the background check requirements for obtaining a weapon license.",Inconsistent,0.6431087255477905
"Text 1: We support providing sports clubs membership subsidies to children and young people from low-income families.
Text 2: Parents should continue to cover the daycare costs for their children.",Inconsistent,0.5819383859634399
"Text 1: We support implementing a general alcohol ban around the main train station.
Text 2: Licensing hours for bars and pubs will be extended across the country to boost the hospitality sector.",Inconsistent,0.5713464021682739
"Text 1: Education should prepare students for life and prioritize practical skills.
Text 2: We support the inclusion of local history in the curriculum of secondary schools.",Consistent,0.5399245023727417
"Text 1: We support allowing agricultural use in flood protection areas.
Text 2: In case of a natural catastrophe, the government is not obligated to provide aid to individuals who live in disaster-prone areas and have chosen not to relocate.",Inconsistent,0.6047148704528809
"Text 1: We support giving city districts autonomy over their budgetary expenditures.
Text 2: The federal government should allocate resources among states to aid less economically developed regions.",Consistent,0.43667203187942505
"Text 1: We support imposing stricter regulations on fishing in the National Park.
Text 2: Hunting should be recognized as a legitimate tourist activity.",Inconsistent,0.639129638671875
"Text 1: We support making primary school teachers' recommendations binding when transitioning to secondary school.
Text 2: Educational choices should depend on the will of the child and the guardians.",Inconsistent,0.5226281881332397
"Text 1: We support implementing mandatory video surveillance in slaughterhouses to monitor the slaughter process.
Text 2: The state shouldn't introduce vegan day at schools.",Inconsistent,0.5688138604164124
"Text 1: Employees should have a legal entitlement to take leave for general continuing education (educational leave).
Text 2: Companies should not bear the full responsibility for providing parental benefits.",Consistent,0.4068007171154022
"Text 1: Clubs for e-sports (computer games) should be promoted by the state like sports clubs.
Text 2: We must ensure that the production and distribution of particularly violent computer games are banned.",Inconsistent,0.47544026374816895
"Text 1: Collecting discarded food from supermarket dumpsters should remain illegal.
Text 2: We advocate for the construction of additional shelters to assist those in need.",Inconsistent,0.4467935264110565
"Text 1: We advocate for conducting citizen consultations before the sale of public companies.
Text 2: We believe that companies must have the right to protect their sensitive business information through commercial secrecy.",Inconsistent,0.5750908255577087
"Text 1: We support the initiative for the city of Berlin to purchase more apartments from private housing companies.
Text 2: Owners of private apartments should be permitted to rent out their properties for short-term vacation stays.",Inconsistent,0.4172114133834839
"Text 1: We will ensure that every locality is accessible at least hourly by public transport.
Text 2: A €29 ticket for all citizens is not financially viable, we can only provide it to schoolchildren, students and trainees.",Inconsistent,0.5830747485160828
"Text 1: We fully support the conversion of additional car streets to bicycle streets.
Text 2: We propose reducing the taxes on the purchase of new cars to stimulate the automotive industry",Inconsistent,0.5573369264602661
"Text 1: The working conditions in businesses with seasonal workers should be more strictly monitored.
Text 2: There should be no prohibition of fixed-term employment contracts in the public sector.",Inconsistent,0.5112602114677429
"Text 1: The state should create financial incentives for more farms to switch to ecological agriculture.
Text 2: No more areas should be designated for wind power plants.",Inconsistent,0.5963732600212097
"Text 1: Private investors should be involved in financing the expansion of transportation infrastructure.
Text 2: The state should take over the debts of financially overburdened municipalities.",Inconsistent,0.5872200727462769
"Text 1: Landlords should be allowed to decide whether they can rent out their apartments as vacation rentals.
Text 2: A certain percentage of new apartments should be required to be social housing.",Inconsistent,0.5065017938613892
"Text 1: The approval of new cars with internal combustion engines should still be possible.
Text 2: The government-mandated price for CO2 emissions from heating and driving should rise more than planned.",Inconsistent,0.5877143740653992
"Text 1: The legal minimum wage should be raised to at least 12 euros.
Text 2: Unemployment benefits should be reduced if the recepients don't show enough effort in looking for a job.",Inconsistent,0.5425088405609131
"Text 1: Asylum should be granted only to politically persecuted individuals.
Text 2: Freedom of movement is a fundamental human right.",Inconsistent,0.6197793483734131
"Text 1: The Nord Stream 2 pipeline should be allowed to operate as planned to provide Germany with sufficient gas supplies from Russia.
Text 2: Chinese companies should not be allowed to take contracts for expanding communication infrastructure in Germany.",Inconsistent,0.46486780047416687
"Text 1: We firmly reject privatization of profits when shifting the costs to the taxpayer.
Text 2: We support the state's co-financing of the expansion of the city football stadium.",Inconsistent,0.5458515882492065
"Text 1: The population must be protected from further fiscal burdens.
Text 2: We support the expansion of the airport to enhance regional connectivity.",Inconsistent,0.5936095118522644
"Text 1: We urgently need to spread political awareness among our citizens, including the older ones.
Text 2: We support reducing the number of radio programs.",Inconsistent,0.511955976486206
"Text 1: As a citizen-oriented party, we advocate for simplified tax laws.
Text 2: We support the idea that freelancers, such as lawyers and doctors, should also pay business taxes.",Inconsistent,0.5569519400596619
"Text 1: Social housing should primarily be given to Germans.
Text 2: No one may be disadvantaged or favored because of their homeland and origin.",Inconsistent,0.81318199634552
"Text 1: Universities should be allowed to conduct research for military purposes.
Text 2: Universities should concentrate on advancing science and improving the world.",Inconsistent,0.6239960789680481
"Text 1: We will work to ensure that the legal regulations for abortions are relaxed.
Text 2: The protection of life in all its phases is a valuable asset that should not be treated lightly.",Inconsistent,0.6619305610656738
"Text 1: The security around the subway stations at night is a great concern that we want to address.
Text 2: We don't see a need to build more shelters for homeless people.",Inconsistent,0.6917194724082947
"Text 1: There should be a €29 ticket for everyone to use local public transport.
Text 2: Passengers need to pass a background-check and have stable income to qualify for the discounted ticket subscription.",Inconsistent,0.4836038053035736
"Text 1: Cutting social benefits to vulnerable groups should be a lengthy and carefully thought through process.
Text 2: Recipients of unemployment benefit should have their aid reduced if they reject job offers.",Inconsistent,0.6110827922821045
"Text 1: Theater and museums should rely more on self-financing.
Text 2: We will expand free access to cultural programs in schools, including frequent theater and museum visits.",Inconsistent,0.5676317811012268
"Text 1: Long-term unemployed individuals should be required to do community service.
Text 2: We will simplify access to unemployment benefits.",Inconsistent,0.6298753023147583
"Text 1: The water supply should be privatized.
Text 2: Access to clean and affordable water is a basic human right.",Inconsistent,0.753373920917511
"Text 1: Short-distance flights are damaging for the environment, so we oppose them.
Text 2: We will reduce subsidies for intercity public transport.",Inconsistent,0.4275698959827423
"Text 1: We will abolish tax advantages for capital and wealth.
Text 2: We aim to attract more multinational corporations.",Inconsistent,0.6567000150680542
"Text 1: We are committed to effective measures to end homelessness.
Text 2: If there is high accumulated rent debt, evictions should continue to be permitted.",Inconsistent,0.7008911967277527
"Text 1: We believe that countries' foreign policy should be driven by pragmatic, economic concerns.
Text 2: We condemn our neighboring country which collaborates both with NATO and anti-Western powers.",Inconsistent,0.6243598461151123
"Text 1: We think that a concept of Europe is rooted in historical and cultural identity.
Text 2: Europe is united primarily by same economical and security goals.",Inconsistent,0.5786846280097961
"Text 1: We believe that NATO's purpose is to provide collective defense, primarily against threats like Russia.
Text 2: We disagree with imposing stricter sanctions on Russia and believe it is justified for us to continue economic partnership.",Inconsistent,0.7080085277557373
"Text 1: Unemployment benefit recipients are already living on the poverty line, we consider further cuts and reductions unethical.
Text 2: Recipients of unemployment benefit should have their aid reduced if they reject job offers.",Inconsistent,0.6598929762840271
"Text 1: People who have not committed any crimes have no place in prisons.
Text 2: We advocate for increasing the number of rejected asylum seekers placed in detention pending deportation.",Inconsistent,0.6906233429908752
"Text 1: There should be enough competition in transportation area.
Text 2: We support operating the underground systems in major cities as a state-owned enterprise.",Inconsistent,0.7021312713623047
"Text 1: We support connecting the new coal power plant to the district heating network.
Text 2: Our goal is to expand renewable energies significantly by 2030.",Inconsistent,0.7006955146789551
"Text 1: We propose to ban the sale of junk food (cola, chips, candy bars, etc.) in schools.
Text 2: We are convinced that subsidizing free meals at schools is not necessary.",Inconsistent,0.5153207182884216
"Text 1: We support limiting the wolf population in rural areas for the safety and balance of the ecosystem.
Text 2: Preserving biodiversity is one of the pillars of our environmental program.",Inconsistent,0.5129339694976807
"Text 1: We stand for a massive fight against corruption and lobbying.
Text 2: We advocate for companies to continue having the right to make donations to political parties.",Inconsistent,0.7092999815940857
"Text 1: We stand for international solidarity as well as exchange and cooperation with our alliance partners.
Text 2: We advocate for a withdrawal of the US military forces stationed in the our country.",Inconsistent,0.4669826924800873
"Text 1: We insist that parliamentary oversight must be expanded to increase transparency.
Text 2: We advocate for the dissolution of the constitutional protection agency.",Inconsistent,0.6187366843223572
"Text 1: We believe that the state must behave politically neutral.
Text 2: We support the continued funding of projects to combat political extremism.",Inconsistent,0.5023760795593262
"Text 1: The covert online search of private computers by security authorities should be prohibited.
Text 2: We believe that any measure is justified to prevent crimes and save lives.",Inconsistent,0.7402887940406799
"Text 1: Child benefit should only be paid to German families.
Text 2: The state should promote projects to integrate foreigners.",Inconsistent,0.7186402082443237
"Text 1: Our public services will thrive post-Brexit with regained resources.
Text 2: EU healthcare professionals are integral to our health system.",Inconsistent,0.598752498626709
"Text 1: Consumers should support local products to help the economy.
Text 2: European imports offer affordability and variety to our markets.",Inconsistent,0.5915848612785339
"Text 1: We should invest more in our military to support NATO.
Text 2: Efforts to revitalize the economy must be prioritized above everything to recover from crisis.",Inconsistent,0.644645094871521
"Text 1: We want to fully subsidize healthcare for the aging population.
Text 2: Flat-rate fees in health insurance are essential to ensure the sustainability of our healthcare system.",Inconsistent,0.6448693871498108
"Text 1: We will prioritize our national defense at all costs.
Text 2: We must dedicate ourselves to ending the war, stopping the humanitarian catastrophe and further loss of innocent lives.",Inconsistent,0.6249396204948425
"Text 1: Our openness to multi-cultural influences drives our global success.
Text 2: Protecting our religious traditions makes our nation stronger.",Inconsistent,0.5551702976226807
"Text 1: We are proud to help establish peace in the Middle East, since living in peace is a basic human right.
Text 2: We will reduce refugee quotas twice to spend resources on domestic needs.",Inconsistent,0.723436713218689
"Text 1: Everyone is obliged to respect the right of all individuals to exist, to live, and to express themselves.
Text 2: We condemn a high-status politician who demonstrates inappropriate behavior on social media.",Consistent,0.4483802616596222
"Text 1: We must protect our indigenous culture.
Text 2: Promoting German as the dominant language ensures unity.",Inconsistent,0.5882939100265503
"Text 1: We want to relieve the burden on small and medium-sized incomes.
Text 2: Wealth tax reduces incentives for investment and capital formation, and is therefore redundant.",Inconsistent,0.49722036719322205
"Text 1: The death penalty should be reinstated to deter crime.
Text 2: The value of human life is sacred.",Inconsistent,0.7744446992874146
"Text 1: Healthcare should remain universal and accessible.
Text 2: Having private enterprises in social sectors is essential to improve the quality of services.",Inconsistent,0.5830665826797485
"Text 1:  We believe that our nation should focus on family values and creating families.
Text 2:  We are against egg donation.",Inconsistent,0.49529585242271423
"Text 1: Genetically modified plants have no place in Saxony's fields.
Text 2: Demand should determine supply, no matter whether we like it or not.",Inconsistent,0.6522289514541626
"Text 1: Every child must pass a language test before being admitted to school.
Text 2: Inclusion and integration of children from socially disadvantaged groups and children with a migrant background is important from early age.",Inconsistent,0.4858727753162384
"Text 1: We are committed to the unrestricted rights of gun ownership.
Text 2: We advocate for comprehensive background checks and training for all weapon owners.",Inconsistent,0.7088756561279297
"Text 1: We aim to promote tourism.
Text 2: There should be a tax for hotel stays (city tax).",Consistent,0.5342487096786499
"Text 1: Juvenile offenders should be imprisoned for a short period of time if they are convicted on probation.
Text 2: Children, which are currently considered to be people up to the age of 14, do not yet have a sufficiently developed understanding of right and wrong.",Inconsistent,0.6007794141769409
"Text 1: We should conclude a free trade agreement with the USA.
Text 2: Small companies in our country cannot keep up with the reduced prices of great powers.",Inconsistent,0.4689787030220032
"Text 1: Police officers should be allowed to fire targeted fatal shots as a last resort in dangerous situations.
Text 2: Reforming arrest protocols is necessary to reduce police misconduct.",Inconsistent,0.6168531179428101
"Text 1: We support coordination within NATO and underline the friendly relations between the USA and Germany.
Text 2: The USA should give up its military bases within the European Union.",Inconsistent,0.6993804574012756
"Text 1: Spain’s unity is vital for Catalonia’s economic strength.
Text 2: We call for a sovereign Catalonia to preserve its identity.",Inconsistent,0.5509342551231384
"Text 1: Demilitarizing the police will build community trust.
Text 2: We need harsher penalties for those who resist arrest.",Inconsistent,0.7123323678970337
"Text 1: We are increasing regulations on gender-affirming care to ensure well-thought decisions.
Text 2: Access to gender-affirming surgeries should be a universal right.",Inconsistent,0.4792826473712921
"Text 1: Ex-convicts should be barred from voting to ensure societal integrity.
Text 2: Rehabilitation programs are key to reducing recidivism.",Inconsistent,0.7331670522689819
"Text 1: Body cameras should be mandatory for all police officers.
Text 2: The right to control and determine how one's personal information is used is a core fundamental right.",Consistent,0.6327628493309021
"Text 1: We must train scientists who will save us and our nation in the future.
Text 2: The owners of scientific patents should keep their right to not disclose them.",Inconsistent,0.6015217900276184
