Text 1,Text 2
"We believe that the Swiss people's decision to ban face coverings in public spaces is a victory for women's freedom and democracy, and we trust that similar direct democracy measures would allow our citizens to make important decisions that truly reflect the common good.","We believe that the AfD-Fraktion identified the medication supply issue early and proposed solutions that were ignored, and now call for local production to ensure a reliable supply of children's medications."
"We believe that individuals like Ahmad A., who exploit government aid while promoting extremist views and living off social welfare, should not be allowed to remain in Germany, and measures should be taken to expedite their departure.","We believe that recent actions by certain government bodies and political parties, such as the biased interference by the Federal Constitutional Protection Agency and the financial misconduct in the CDU/CSU mask scandal, undermine democratic fairness and trust, and highlight the importance of our efforts to hold them accountable and advocate for transparent governance."
"We believe that our significant election success in Saxony-Anhalt reflects the strong support from our voters, as shown by the forecasts and projections indicating over 22% of the vote for the AfD.","We believe that supporting our party is essential in countering the rhetoric and ideology of the Green party, and we encourage donations to effectively challenge their influence."
"We believe that the public broadcasting system should be significantly downsized, with a 90% budget reduction and a focus on news, amateur sports, and consumer protection, funded by media giants instead of mandatory citizen payments, to ensure fairness and enhance quality journalism.","We believe that the rising number of ""church asylum"" cases represents an ongoing scandal where churches position themselves above the law, undermining the regular asylum process, and we urge authorities to enforce existing laws by removing illegal migrants from churches and holding those responsible in congregations accountable."
"We believe that Hessen must address its groundwater distribution issues by supporting long-term projects like the Westwald initiative and investing more in alternative water sources, such as Rhein water treatment and dual-pipe systems, to ensure consistent water supply across the region.","We believe the whimsical depiction of ""Fancy Nancy gifting the whole world"" serves as a satirical commentary on perceived frivolous spending or policies by the current government coalition in Germany."
"We believe that the state government must take immediate action to prevent the closure of numerous Bavarian animal shelters, which are under immense financial strain and overwhelmed by an influx of abandoned and confiscated animals.","We believe that the current energy and economic policies of the Bavarian and federal governments are a failure, and we call for a return to more traditional energy sources like coal and nuclear, alongside reductions in taxes and levies on energy to ensure affordable energy for Bavaria."
"We believe that the government's disproportionate and counterproductive COVID-19 measures threaten our children's future, as evidenced by the dramatic rise in school dropouts, and we must prioritize reopening schools to ensure children receive the education they need.","We believe that with the incredible support of our friends and supporters, we have successfully surpassed our first milestone by raising over 100,000 euros for our campaign, and we encourage you to share our message further."
"We believe that the current expert council evaluating the effectiveness of COVID-19 measures lacks true independence due to its members' previous support for these restrictions, and that a genuinely unbiased analysis can only be achieved through investigation committees involving critical voices such as the AfD.","We believe that the record-high numbers of asylum seekers and refugees highlight an ongoing crisis exacerbated by insufficient border controls and inadequate deportation policies, and we urgently need effective measures like stronger border protection, more deportations, and a stringent stance against asylum abuse to prevent further strain on the state and its citizens."
"We believe that the expansion of asylum capacity in Saxony by the Kretschmer government sends the wrong message, as all states should implement an admission stop and return illegal immigrants at the borders, given that community capacities are already exhausted.","We believe that the EU's €750 billion Corona aid package is a step towards a debt union that undermines national sovereignty, with Germany unfairly shouldering a financial burden amidst its own economic challenges, and that a constitutional amendment to enforce this is misguided and detrimental to national interests."
"We believe that Chancellor Scholz's call for the current government to praise itself more despite significant policy failures shows a complete disconnect from reality, and the only commendable decision would be their immediate resignation.","We believe that reducing the property transfer tax from six percent to four percent will make housing investments more attractive, relieve financial burdens for many citizens and organizations, and particularly assist young families in acquiring owner-occupied residential properties."
"We believe that it's crucial to support small business owners in Germany, acknowledging their challenges, especially during the COVID-19 pandemic.","We believe that the financial ties between MDR and the Saxon government undermine the supposed political independence of the broadcaster, necessitating urgent reform of public broadcasting to abolish mandatory fees and restrict dual roles within broadcasting and government."
"We believe that the debate should not solely focus on the effectiveness of vaccination models, as it also raises significant concerns about individual freedom of choice and the protection of personal data, representing a troubling shift in priorities.","We believe that the celebration of the Paris beheading murderer by hundreds of Muslims exposes the widespread justification of such acts in Islamic culture, and only by supporting the AfD can Germany avoid becoming like Chechnya."
"We believe that it is crucial to address the citizens' concerns about energy poverty and harmful sanctions seriously, and we will represent their demands in the state parliament to ensure the preservation of our prosperity, democracy, and peace.",We believe in resisting censorship and are expanding our presence by posting regularly on GETTR to promote freedom of speech and democracy.
"We believe that the recent court decision in favor of the AfD Dresden, affirming the party's right to criticize organizations like ""Mission Lifeline"" under freedom of expression, is a victory for free speech and a necessary opposition to those facilitating illegal migration under the guise of humanitarian aid.","We believe that the EU's migration agreement with Tunisia is ineffective and should be replaced with stricter measures, including border closures, a ban on sea rescues, the return of smuggler boats, and pressure on source countries to take back their migrants."
"We believe that the established parties are obstructing the review of their harmful pandemic policies, but thanks to our efforts, the Brandenburg Constitutional Court has upheld our emergency motion, allowing the AfD-led Corona investigation committee to continue its work and holding those responsible accountable.","We believe that the decision to close the Anne-Frank-Förderschule in Petersberg due to falling below the minimum student requirement highlights the failures of current education policies, and only the AfD supports reducing these arbitrary minimums and ending forced inclusion to better support special needs children with local schools."
"We believe that the Bavarian government should end all restrictive COVID-19 measures immediately and allow citizens to manage their own response to the virus responsibly, as the continuous imposition of these measures undermines democratic values and fails to genuinely address the needs of the public.","We believe that the large-scale family reunification migration to Germany, which is approaching the population size of Cologne, presents significant challenges and requires immediate policy changes to protect borders, reduce migration incentives, and deport illegal migrants."
"We believe that the approach to reviewing the Corona policy by the government commission is insufficient, as it lacks transparency and excludes opposition involvement, leading us to pursue a parliamentary initiative to ensure thorough investigation and accountability for past mistakes.","We believe that concerns about cancel culture, media campaigns, Antifa actions, and internet censorship highlight significant challenges to freedom of speech in Germany."
"We believe that the energy policies of the Green Party prioritize foreign interests over Germany's needs, pushing for deindustrialization, while the AfD stands as the only party advocating for energy security and the continuation of nuclear power to preserve Germany's prosperity.","We believe that the German sanctions against Syria should be reconsidered to facilitate the transfer of aid and support the rebuilding of the country, ensuring that Christians, as the original inhabitants, can remain, and highlighting the need to address the discrimination and persecution they face."
"We believe that the current public broadcasting system in Germany, burdened by mandatory fees and a lack of political neutrality, requires a comprehensive reform to establish a cost-effective and neutral media landscape, free from bias and excessive spending, as outlined in our election program.","We believe that effective health management in Germany is hindered by federalism and bureaucracy, and we urge the state government to implement a unified data management system for health authorities that aligns with international standards, instead of continuing to fund unsuccessful projects."
"We believe that Anne Spiegel's resignation as Federal Minister for Family Affairs was overdue and a result of her failures in handling the flood crisis, and we take credit for highlighting these issues and pressing for her accountability.","We believe that the AfD's rising support in North Rhine-Westphalia demonstrates citizens' distrust towards the FDP, who have repeatedly broken promises and no longer represent true liberal values, making the AfD the only party with integrity and backbone to vote for in the upcoming election."
"We believe that allocating 150,000 euros for the decolonization project in Hamburg perpetuates a left-wing ideological agenda against Germany and disregards pressing economic challenges, and we reject this re-education initiative by the Senate.","We believe that the ideological push against combustion engines and the enforced shift to electric mobility by traditional political parties are damaging the German automotive industry, leading to job losses and economic strain, and we, the AfD, oppose these policies in favor of supporting domestic manufacturers and realistic alternatives."
"We believe that the plans for the LNG terminal in Mukran should be completely abandoned, and a citizen referendum is essential to ensure local voices are heard, as the current government has lost touch with its citizens and democracy should emphasize genuine public participation.","We believe that the government's focus on electric vehicles as an ecological solution is misguided due to their fire risks, manufacturing concerns, and failure to meet societal mobility needs, and suggest that ministers Scheuer and Altmaier should promote their own personal ecological shift by resigning."
"We believe that in the final stretch of the election campaign in North Rhine-Westphalia, we will introduce our list candidates through videos on our YouTube channel, AfD TV.",We believe that the Bavarian state government is unjustly dividing society by continuing to enforce disproportionate and fear-based COVID-19 measures without learning from past experiences or providing evidence-based justification.
"We believe that the increasing trend of parents sending their children to private schools highlights dissatisfaction with the dysfunctional public school system, and underscores the need for state schools to address their systemic issues to compete effectively.","We believe that with the AfD currently polling at 12% according to the latest INSA survey, we are gaining your trust and our successful path is just beginning! 💙"
"We believe that there is an overwhelming influx of people heading towards us, necessitating stronger border protections.","We believe that the Green Party's denial of the necessity for baseload energy threatens the stability of our energy supply, and we must rely on coal and gas to prevent blackouts, otherwise, the coalition with the Greens should be reconsidered."
"We believe that the Alternative for Germany (AfD) is the only true people's party, filling a crucial patriotic gap in Germany's political spectrum, and our successes in elections prove how essential our presence is in advocating for national interests and representing ordinary citizens.","We believe that the Thüringen state government should create tools for greater transparency and public participation in the approval process of wind power projects, allowing citizens to track and potentially influence decisions, as the current situation ignores community concerns about environmental impacts and protected species."
"We believe that expanding our presence on social networks like Telegram is crucial for combating censorship and sharing our perspectives, and we encourage supporters to follow our channels for regular updates and consider supporting our cause through donations or other means.","We believe that the government must accurately record vaccine injuries, hold pharmaceutical companies accountable for these damages, and ensure transparency about potential side effects during the vaccination campaign, while advocating for voluntary vaccination without discrimination against the unvaccinated, given that herd immunity is practically achieved in Saxony and mandatory vaccination in healthcare should be lifted."
"We believe that wind turbines in forests undermine environmental protection, harming soil quality, water balance, and biodiversity, and thus support the legislative change prohibiting such developments, while urging the government to preserve forest areas from industrial energy projects.","We believe that the German government's current health policies are neglecting the urgent needs of doctors and the stability of healthcare in Hessen, leading to an imminent collapse of the system, and hence we support the healthcare professionals' demands for fair compensation, reduced bureaucracy, and equal treatment across hospitals and practices to prevent irreparable damage to our established system."
"We believe that the current federal government is ideologically misguided and economically inept, and we stand in solidarity with bakers and all hardworking individuals in the baking industry against the government's energy policies.","We believe that the current state government is failing to address population decline effectively, as evidenced by the worrying statistics of young, skilled residents leaving while migration primarily into the social system is increasing, and we urge immediate action to improve job prospects and retain talent in the region."
"We believe that the previous state and federal governments' failures have resulted in the current nursing staff shortage and rising costs in nursing care, and we urge for measures such as the introduction of state care allowances for family caregivers and streamlined training opportunities for nursing assistants to alleviate these issues and restore dignity to caregivers and those in need.","We believe that the decision to address the petition in the Bundestag to save the preemie unit in Neubrandenburg is important and correct, but it highlights that the SPD, both in the federal and state government, could have amended the law to fix their own mistake, and the AfD supports the legal change to allow an exception for the preemie unit, prioritizing the well-being of mothers and children over party politics."
"We believe that the focus should be on qualifying unemployed citizens rather than enforcing immigration, to ensure that the weakening of German industry is halted and jobs are given to the local workforce.","We believe that the government is deliberately concealing the true costs and consequences of the ""Energiewende,"" which will amount to 1.1 trillion euros, while misleading the public and failing to provide necessary information on energy policy, thus validating the AfD's stance as the only rational solution to avoid detrimental outcomes like rising electricity prices and industrial decline."
"We believe that the ongoing issue of secondary migration, where migrants already recognized as protected in another EU country attempt to seek asylum in Germany again, must be urgently addressed by the Bavarian State Government at the federal and EU levels, as Germany cannot continue to act as the welfare office for all migrants globally.","We believe that green demands are driven by an out-of-touch, affluent green milieu that is indifferent to the cost of electricity or transportation to work."
"We believe that Peter Feldmann's announcement of his resignation as Mayor of Frankfurt is not credible, and he should step down immediately to prevent further damage and avoid unnecessary costs, rather than delaying for another six months.","We believe that the dramatic spike in fuel prices is a direct result of misguided political policies, and we propose an immediate reduction in VAT and the abolition of the CO2 levy to make mobility affordable for everyone."
"We believe that the current energy and raw material prices render German companies uncompetitive, promoting new business relocations outside the EU, and therefore, opening Nord Stream 2 and delivering affordable, reliable energy is essential to support Germany's industrial base.","We believe that the well-being of children must be prioritized by ensuring they attend school without restrictions or unnecessary testing, and their participation in social life should not depend on vaccination, as supported by experts and aligning with our longstanding position against measures that harm children's fundamental rights and development."
